candidate_id,area,crop_path,image_id,captured_at,year,lat,lon,compass_angle,is_pano,creator_username,source_url,license,n_panels_detected,height_native,n_views,ocr_status,ocr_text,ocr_conf
hollywood/156310566384702_0,hollywood,crops/hollywood/156310566384702_0.jpg,156310566384702,2018-07-28T01:41:02.093000+00:00,2018,34.094844281251,-118.30982871575,90.695388793945,False,lvl5,https://www.mapillary.com/app/?pKey=156310566384702,CC BY-SA 4.0,2,166,2,unknown,NO,0.994
hollywood/219175372981985_0,hollywood,crops/hollywood/219175372981985_0.jpg,219175372981985,2017-07-19T17:48:42+00:00,2017,34.097408055556,-118.32232138889,180.0,False,mly_la,https://www.mapillary.com/app/?pKey=219175372981985,CC BY-SA 4.0,1,181,1,parking,2AM=6AM | VEHICLES OVER | H228ONHG,0.873
hollywood/475434077058952_0,hollywood,crops/hollywood/475434077058952_0.jpg,475434077058952,2016-03-22T23:23:38.741000+00:00,2016,34.099483,-118.344498,353.9400558904,False,sarawabreus,https://www.mapillary.com/app/?pKey=475434077058952,CC BY-SA 4.0,1,179,9,parking,ST0FPh | NOPARKING | ANY TIME,0.877
hollywood/262857545573450_0,hollywood,crops/hollywood/262857545573450_0.jpg,262857545573450,2016-03-24T17:11:02.543000+00:00,2016,34.101664,-118.332269,253.146,False,jesolem,https://www.mapillary.com/app/?pKey=262857545573450,CC BY-SA 4.0,2,188,1,unknown,NO STCONG | NO | 2,0.816
hollywood/1101434993703183_0,hollywood,crops/hollywood/1101434993703183_0.jpg,1101434993703183,2015-03-27T20:26:22+00:00,2015,34.101422776775,-118.34356134842,88.065057234148,False,gyllen,https://www.mapillary.com/app/?pKey=1101434993703183,CC BY-SA 4.0,1,170,1,unknown,NOT | BLOCK | INTERSECTION | DVC,0.948
hollywood/2561837174123436_0,hollywood,crops/hollywood/2561837174123436_0.jpg,2561837174123436,2017-06-28T15:15:38+00:00,2017,34.093888055556,-118.32221638889,1.7898982353694,False,mly_la,https://www.mapillary.com/app/?pKey=2561837174123436,CC BY-SA 4.0,2,178,1,parking,1 | 童影 | R | 2AM=6AM | PARK,0.882
hollywood/288479876325289_0,hollywood,crops/hollywood/288479876325289_0.jpg,288479876325289,2018-12-20T00:30:47.946000+00:00,2018,34.1044034,-118.3092582,0.0,False,igorzo,https://www.mapillary.com/app/?pKey=288479876325289,CC BY-SA 4.0,1,176,11,parking,HOUR | PARKING | 8Am=8Pm,0.895
hollywood/184011743583718_0,hollywood,crops/hollywood/184011743583718_0.jpg,184011743583718,2017-07-19T14:15:06+00:00,2017,34.096218055556,-118.32381138889,185.20750023654,False,mly_la,https://www.mapillary.com/app/?pKey=184011743583718,CC BY-SA 4.0,2,182,1,parking,2AM6AM | PARKING | 10usi,0.839
hollywood/175967447646203_0,hollywood,crops/hollywood/175967447646203_0.jpg,175967447646203,2017-07-01T11:51:47+00:00,2017,34.097916388889,-118.34217138889,183.14188463425,False,mly_la,https://www.mapillary.com/app/?pKey=175967447646203,CC BY-SA 4.0,1,175,2,parking,ANTI-GRIDLOCK | ZONE | NOSTOPPING | 7AM 12 9AM | 4PM7PM | PARKING | HOUR | 9AX | 8AM | 8PM 8H,0.897
hollywood/367605941360114_0,hollywood,crops/hollywood/367605941360114_0.jpg,367605941360114,2017-06-04T11:20:59+00:00,2017,34.09803,-118.34014,3.9632155733216e-05,False,mly_la,https://www.mapillary.com/app/?pKey=367605941360114,CC BY-SA 4.0,2,163,1,parking,TOW-AWAY | STOPPING | PARKING,0.99
hollywood/465388854561342_0,hollywood,crops/hollywood/465388854561342_0.jpg,465388854561342,2017-07-19T15:23:51+00:00,2017,34.088629722222,-118.31359638889,271.15717860617,False,mly_la,https://www.mapillary.com/app/?pKey=465388854561342,CC BY-SA 4.0,1,166,2,parking,TOW-AWAY | NOSTOPPING | 7AM-9AM | 4PM-7PM | EACERT,0.959
hollywood/327540868730650_0,hollywood,crops/hollywood/327540868730650_0.jpg,327540868730650,2017-07-02T11:30:59+00:00,2017,34.097934722222,-118.33952638889,180.80445427698,False,mly_la,https://www.mapillary.com/app/?pKey=327540868730650,CC BY-SA 4.0,1,174,1,unknown,BURO SPORT | Latan Whaels | Accessories | 6815 Sunset Bivd. | 323 462-8151 | ·ALARM | STEREO | TINT | UPHOLSTERY,0.884
hollywood/384528969415817_0,hollywood,crops/hollywood/384528969415817_0.jpg,384528969415817,2017-07-19T17:32:40+00:00,2017,34.096998055556,-118.29504138889,269.28115918359,False,mly_la,https://www.mapillary.com/app/?pKey=384528969415817,CC BY-SA 4.0,3,167,1,parking,LOPARKING | 6PM | 8AM | 2PARKING | 8AM | 6PM,0.932
hollywood/1189939408108096_0,hollywood,crops/hollywood/1189939408108096_0.jpg,1189939408108096,2019-01-29T21:55:10.098000+00:00,2019,34.101805919186,-118.30560190326,22.260864257812,False,igorzo,https://www.mapillary.com/app/?pKey=1189939408108096,CC BY-SA 4.0,1,167,2,parking,PARKING | ONLY | MINTMUN | FINE $250,0.926
hollywood/876035932959608_0,hollywood,crops/hollywood/876035932959608_0.jpg,876035932959608,2017-06-14T15:18:04+00:00,2017,34.090481388889,-118.33627805556,74.567771568677,False,mly_la,https://www.mapillary.com/app/?pKey=876035932959608,CC BY-SA 4.0,2,164,1,parking,12NOON=3PM | 4 | AOUR | PARKING | 8AM=7PM,0.948
hollywood/509493010492154_0,hollywood,crops/hollywood/509493010492154_0.jpg,509493010492154,2017-07-19T14:07:04+00:00,2017,34.096158055556,-118.32367638889,90.0,False,mly_la,https://www.mapillary.com/app/?pKey=509493010492154,CC BY-SA 4.0,2,163,1,parking,R | 2AM=6AM,0.95
hollywood/363633348385797_1,hollywood,crops/hollywood/363633348385797_1.jpg,363633348385797,2013-12-06T18:05:55+00:00,2013,34.103627,-118.344831,250.2164,False,gyllen,https://www.mapillary.com/app/?pKey=363633348385797,CC BY-SA 4.0,1,166,3,unknown,WARNING | OD | RNVATE,0.92
hollywood/161888685756007_0,hollywood,crops/hollywood/161888685756007_0.jpg,161888685756007,2015-03-14T22:53:58+00:00,2015,34.095852,-118.322288,196.8945,False,gyllen,https://www.mapillary.com/app/?pKey=161888685756007,CC BY-SA 4.0,1,158,1,parking,NO | PARKING | 10AM-1PM,0.989
hollywood/527089174952571_0,hollywood,crops/hollywood/527089174952571_0.jpg,527089174952571,2013-12-07T23:27:04+00:00,2013,34.102734644688,-118.29068541527,279.4774,False,gyllen,https://www.mapillary.com/app/?pKey=527089174952571,CC BY-SA 4.0,1,163,1,parking,NO | PARKING,0.942
hollywood/286322739806459_0,hollywood,crops/hollywood/286322739806459_0.jpg,286322739806459,2014-03-25T19:53:14+00:00,2014,34.101631,-118.343932,258.2862,False,gyllen,https://www.mapillary.com/app/?pKey=286322739806459,CC BY-SA 4.0,2,158,1,unknown,PAY HERE,0.983
hollywood/478055626809529_0,hollywood,crops/hollywood/478055626809529_0.jpg,478055626809529,2021-05-06T22:47:41.605000+00:00,2021,34.103373283758,-118.33318762175,79.857293517837,False,etunell,https://www.mapillary.com/app/?pKey=478055626809529,CC BY-SA 4.0,1,163,3,parking,8AM 10AM,0.927
hollywood/326673678873714_0,hollywood,crops/hollywood/326673678873714_0.jpg,326673678873714,2017-07-19T16:47:29+00:00,2017,34.090553055556,-118.29918972222,92.90956662132,False,mly_la,https://www.mapillary.com/app/?pKey=326673678873714,CC BY-SA 4.0,2,158,1,unknown,WARNING | NEICHB088000 | WATCH,0.963
hollywood/214416773784011_0,hollywood,crops/hollywood/214416773784011_0.jpg,214416773784011,2017-07-01T11:51:46+00:00,2017,34.097916388889,-118.34221305556,179.99998831714,False,mly_la,https://www.mapillary.com/app/?pKey=214416773784011,CC BY-SA 4.0,1,163,1,parking,ANTI-GRIDLOCK | ZONE | NOSTOPPING | 7AN 9AM | 4p 7 | PARKING | 8,0.918
hollywood/399059961553900_0,hollywood,crops/hollywood/399059961553900_0.jpg,399059961553900,2021-08-11T17:44:20.524000+00:00,2021,34.101356591152,-118.32676453304,178.5551265749,False,etunell,https://www.mapillary.com/app/?pKey=399059961553900,CC BY-SA 4.0,1,161,1,parking,TOW-AWAY | TEM | NOPARKING | ANY TIME | FRALA,0.935
hollywood/849482789248156_0,hollywood,crops/hollywood/849482789248156_0.jpg,849482789248156,2015-09-09T22:29:28.491000+00:00,2015,34.097962,-118.339833,88.50339,False,canadarunner,https://www.mapillary.com/app/?pKey=849482789248156,CC BY-SA 4.0,2,183,4,parking,NOSTOPING | RKIN,0.76
hollywood/1010623446432879_1,hollywood,crops/hollywood/1010623446432879_1.jpg,1010623446432879,2021-08-11T20:14:59.541000+00:00,2021,34.104098330997,-118.34284269178,89.840528283958,False,etunell,https://www.mapillary.com/app/?pKey=1010623446432879,CC BY-SA 4.0,1,179,1,parking,Cios | 1030PM | 500AM,0.782
hollywood/1177392222682034_0,hollywood,crops/hollywood/1177392222682034_0.jpg,1177392222682034,2015-05-08T20:34:32.389000+00:00,2015,34.101497,-118.343331,115.826,False,jenmalone666,https://www.mapillary.com/app/?pKey=1177392222682034,CC BY-SA 4.0,1,155,1,unknown,X,0.978
hollywood/643836283134224_0,hollywood,crops/hollywood/643836283134224_0.jpg,643836283134224,2017-07-19T14:37:52+00:00,2017,34.091966388889,-118.31573805556,9.1476436295759,False,mly_la,https://www.mapillary.com/app/?pKey=643836283134224,CC BY-SA 4.0,2,153,1,unknown,R | R,0.99
hollywood/525114878773550_0,hollywood,crops/hollywood/525114878773550_0.jpg,525114878773550,2021-08-11T19:28:05.503000+00:00,2021,34.101668132723,-118.3273277421,268.46186162352,False,etunell,https://www.mapillary.com/app/?pKey=525114878773550,CC BY-SA 4.0,1,210,1,unknown,因,0.589
hollywood/891665321687898_0,hollywood,crops/hollywood/891665321687898_0.jpg,891665321687898,2013-12-07T23:29:59+00:00,2013,34.103716,-118.291694,9.388977,False,jenmalone666,https://www.mapillary.com/app/?pKey=891665321687898,CC BY-SA 4.0,1,157,1,unknown,ENGER | DING | ONE | MOMIGHT,0.945
hollywood/306042841099985_0,hollywood,crops/hollywood/306042841099985_0.jpg,306042841099985,2017-07-02T10:43:40+00:00,2017,34.092643055556,-118.32899138889,260.98094219668,False,mly_la,https://www.mapillary.com/app/?pKey=306042841099985,CC BY-SA 4.0,1,151,1,unknown,USE | CROSS,1.0
hollywood/4396132780411542_0,hollywood,crops/hollywood/4396132780411542_0.jpg,4396132780411542,2016-11-02T17:14:39.535000+00:00,2016,34.102812,-118.344691,30.09204,False,gyllen,https://www.mapillary.com/app/?pKey=4396132780411542,CC BY-SA 4.0,1,151,1,unknown,ERRITO,0.985
hollywood/510243897013277_0,hollywood,crops/hollywood/510243897013277_0.jpg,510243897013277,2017-06-28T15:16:11+00:00,2017,34.095661388889,-118.322205,359.51187684865,False,mly_la,https://www.mapillary.com/app/?pKey=510243897013277,CC BY-SA 4.0,2,198,1,unknown,2AY=6A,0.625
hollywood/938821246668631_0,hollywood,crops/hollywood/938821246668631_0.jpg,938821246668631,2021-08-11T20:33:05.767000+00:00,2021,34.103246894317,-118.33347831477,255.35779577964,False,etunell,https://www.mapillary.com/app/?pKey=938821246668631,CC BY-SA 4.0,1,147,1,unknown,R,0.998
hollywood/5999578033446416_0,hollywood,crops/hollywood/5999578033446416_0.jpg,5999578033446416,2021-08-11T19:28:32.562000+00:00,2021,34.102327519287,-118.32813025986,5.1930724792363,False,etunell,https://www.mapillary.com/app/?pKey=5999578033446416,CC BY-SA 4.0,1,147,3,unknown,X,0.998
hollywood/1187224805127902_0,hollywood,crops/hollywood/1187224805127902_0.jpg,1187224805127902,2021-08-11T18:00:43.539000+00:00,2021,34.099955652212,-118.33506740567,179.8187699975,False,etunell,https://www.mapillary.com/app/?pKey=1187224805127902,CC BY-SA 4.0,1,159,1,parking,2 | D | PK | VG | 8 | AM | 8 | AM | HAM | 8PH | 8,0.875
hollywood/229571018935504_0,hollywood,crops/hollywood/229571018935504_0.jpg,229571018935504,2017-07-19T14:38:51+00:00,2017,34.09111,-118.31574638889,268.53583203437,False,mly_la,https://www.mapillary.com/app/?pKey=229571018935504,CC BY-SA 4.0,1,153,1,parking,2AM6AM | VEHICLES OVER | 7HIGH OR 22 LONG,0.936
hollywood/281115270330966_0,hollywood,crops/hollywood/281115270330966_0.jpg,281115270330966,2013-12-05T21:51:21+00:00,2013,34.101606389934,-118.34383606911,266.2818,False,gyllen,https://www.mapillary.com/app/?pKey=281115270330966,CC BY-SA 4.0,1,155,1,unknown,ELPAY | HERE,0.91
hollywood/2859338567716303_1,hollywood,crops/hollywood/2859338567716303_1.jpg,2859338567716303,2021-05-06T22:25:28.895000+00:00,2021,34.101741520593,-118.33874878146,177.76820522469,False,etunell,https://www.mapillary.com/app/?pKey=2859338567716303,CC BY-SA 4.0,1,183,1,unknown,LAcityTours | 二 | FREE MAFI,0.693
hollywood/355562232948858_0,hollywood,crops/hollywood/355562232948858_0.jpg,355562232948858,2021-08-11T20:07:37.594000+00:00,2021,34.104107613769,-118.34076398383,90.322908070062,False,etunell,https://www.mapillary.com/app/?pKey=355562232948858,CC BY-SA 4.0,1,153,1,unknown,FOR | RENT | 021844100,0.927
hollywood/281911800278562_0,hollywood,crops/hollywood/281911800278562_0.jpg,281911800278562,2017-06-14T15:17:43+00:00,2017,34.090493055556,-118.33626805556,26.422411764746,False,mly_la,https://www.mapillary.com/app/?pKey=281911800278562,CC BY-SA 4.0,2,158,5,parking,4ROUR | PARKING | 8AM=7PK,0.866
hollywood/796714091266129_0,hollywood,crops/hollywood/796714091266129_0.jpg,796714091266129,2017-07-19T14:51:22+00:00,2017,34.090728055556,-118.31356305556,181.60851484754,False,mly_la,https://www.mapillary.com/app/?pKey=796714091266129,CC BY-SA 4.0,1,147,2,parking,7AM09AM | 4PM7PM | EXCEPT SAT AND SUN,0.971
hollywood/275066564278292_0,hollywood,crops/hollywood/275066564278292_0.jpg,275066564278292,2015-10-07T18:56:04.019000+00:00,2015,34.08963,-118.286788,354.0514,False,ahealthydesign,https://www.mapillary.com/app/?pKey=275066564278292,CC BY-SA 4.0,1,149,1,unknown,SCH | 82 | SPE | LIN | 3,0.948
hollywood/1729216433917463_0,hollywood,crops/hollywood/1729216433917463_0.jpg,1729216433917463,2015-10-25T23:06:23.435000+00:00,2015,34.097986,-118.343079,355.4366,False,gyllen,https://www.mapillary.com/app/?pKey=1729216433917463,CC BY-SA 4.0,2,431,1,unknown,,0.0
hollywood/497871841366018_0,hollywood,crops/hollywood/497871841366018_0.jpg,497871841366018,2017-11-09T18:12:23.712000+00:00,2017,34.102391747934,-118.34469311322,7.2563177749921,False,gyllen,https://www.mapillary.com/app/?pKey=497871841366018,CC BY-SA 4.0,1,155,9,unknown,FON,0.873
hollywood/464392381302365_0,hollywood,crops/hollywood/464392381302365_0.jpg,464392381302365,2017-07-19T16:46:35+00:00,2017,34.090783055556,-118.29927638889,216.50463328923,False,mly_la,https://www.mapillary.com/app/?pKey=464392381302365,CC BY-SA 4.0,1,150,1,unknown,WARNING | NEGHHHOD | WATCH | CITY OF LOS ANGELES | L.AEP.D.,0.916
hollywood/1112171562622045_0,hollywood,crops/hollywood/1112171562622045_0.jpg,1112171562622045,2018-12-28T22:38:11.274000+00:00,2018,34.092386672907,-118.32885405099,265.35830688477,False,lvl5,https://www.mapillary.com/app/?pKey=1112171562622045,CC BY-SA 4.0,1,141,2,unknown,Lexin,0.993
hollywood/530786594997287_0,hollywood,crops/hollywood/530786594997287_0.jpg,530786594997287,2013-12-07T23:20:49+00:00,2013,34.103845116962,-118.29172074795,191.8788,False,jenmalone666,https://www.mapillary.com/app/?pKey=530786594997287,CC BY-SA 4.0,1,140,1,unknown,5 | Flat Rate,0.998
hollywood/575628690496784_0,hollywood,crops/hollywood/575628690496784_0.jpg,575628690496784,2016-03-26T17:18:08.458000+00:00,2016,34.09087,-118.305307,274.2067,False,jesolem,https://www.mapillary.com/app/?pKey=575628690496784,CC BY-SA 4.0,1,145,1,parking,AOUR | PARKING | 8AM=8PM,0.946
hollywood/2933876033607367_0,hollywood,crops/hollywood/2933876033607367_0.jpg,2933876033607367,2017-07-19T14:37:49+00:00,2017,34.092114722222,-118.31573805556,90.0,False,mly_la,https://www.mapillary.com/app/?pKey=2933876033607367,CC BY-SA 4.0,2,140,1,unknown,R | R,0.991
hollywood/4042592012466465_0,hollywood,crops/hollywood/4042592012466465_0.jpg,4042592012466465,2018-03-30T11:42:58+00:00,2018,34.0957512,-118.28818599997,268.3,False,fta,https://www.mapillary.com/app/?pKey=4042592012466465,CC BY-SA 4.0,2,160,1,unknown,一文 | HERE,0.801
hollywood/155000996573406_0,hollywood,crops/hollywood/155000996573406_0.jpg,155000996573406,2017-06-28T15:18:02+00:00,2017,34.099513055556,-118.32218138889,333.58002132169,False,mly_la,https://www.mapillary.com/app/?pKey=155000996573406,CC BY-SA 4.0,1,158,1,parking,NOSTOPPING | 9Am | 4r 8 8,0.823
hollywood/900130854177257_1,hollywood,crops/hollywood/900130854177257_1.jpg,900130854177257,2021-05-06T19:51:26.849000+00:00,2021,34.101679871079,-118.32596824882,268.71974779773,False,etunell,https://www.mapillary.com/app/?pKey=900130854177257,CC BY-SA 4.0,1,140,2,unknown,R | 2,0.994
hollywood/583929789234573_1,hollywood,crops/hollywood/583929789234573_1.jpg,583929789234573,2016-10-21T21:23:00.683000+00:00,2016,34.094159201891,-118.34404441006,2.6078872680664,False,jopparn,https://www.mapillary.com/app/?pKey=583929789234573,CC BY-SA 4.0,1,151,1,unknown,ANTI | -CRDLOCX | IONK | 0O NOT | X0018 | INTERSECTION,0.872
hollywood/1106472878042184_0,hollywood,crops/hollywood/1106472878042184_0.jpg,1106472878042184,2025-07-09T13:43:55.824000+00:00,2025,34.097837104793,-118.34452579521,39.627525821339,True,jperez2PM_cramobility,https://www.mapillary.com/app/?pKey=1106472878042184,CC BY-SA 4.0,1,139,7,unknown,12,0.991
hollywood/488883409123973_0,hollywood,crops/hollywood/488883409123973_0.jpg,488883409123973,2016-02-03T20:21:16.493000+00:00,2016,34.104175,-118.339542,92.034307186512,False,gyllen,https://www.mapillary.com/app/?pKey=488883409123973,CC BY-SA 4.0,1,140,1,parking,3PM=7PM,0.976
hollywood/1142697389567212_0,hollywood,crops/hollywood/1142697389567212_0.jpg,1142697389567212,2021-05-06T22:21:56.464000+00:00,2021,34.104113198187,-118.33981180613,0.0,False,etunell,https://www.mapillary.com/app/?pKey=1142697389567212,CC BY-SA 4.0,1,139,3,parking,3PM | 7PM,0.979
hollywood/1186436821797122_0,hollywood,crops/hollywood/1186436821797122_0.jpg,1186436821797122,2017-07-19T16:49:02+00:00,2017,34.088015,-118.29569305556,358.30931668979,False,mly_la,https://www.mapillary.com/app/?pKey=1186436821797122,CC BY-SA 4.0,3,144,1,parking,R | ENIS&ON | 6 | 8 | PARKING,0.923
hollywood/1812670142235094_0,hollywood,crops/hollywood/1812670142235094_0.jpg,1812670142235094,2015-03-14T22:50:12+00:00,2015,34.102218,-118.32237,176.476,False,gyllen,https://www.mapillary.com/app/?pKey=1812670142235094,CC BY-SA 4.0,2,409,1,unknown,,0.0
hollywood/920543168742761_0,hollywood,crops/hollywood/920543168742761_0.jpg,920543168742761,2017-07-03T15:16:02+00:00,2017,34.098106388889,-118.32226638889,268.22648777449,False,mly_la,https://www.mapillary.com/app/?pKey=920543168742761,CC BY-SA 4.0,1,149,1,parking,NOSTOPPING | 7AM=9AM | 4PH=7PH | PARKNG | 9 8  | nS,0.874
hollywood/345963470534172_0,hollywood,crops/hollywood/345963470534172_0.jpg,345963470534172,2018-07-20T19:16:26.268000+00:00,2018,34.098038138507,-118.34483445427,272.4609375,False,lvl5,https://www.mapillary.com/app/?pKey=345963470534172,CC BY-SA 4.0,1,152,1,parking,OLOCK | NOSTOPPING,0.84
hollywood/1118940358585306_0,hollywood,crops/hollywood/1118940358585306_0.jpg,1118940358585306,2017-07-02T11:18:07+00:00,2017,34.094644722222,-118.34050638889,5.6302979110112,False,mly_la,https://www.mapillary.com/app/?pKey=1118940358585306,CC BY-SA 4.0,2,140,1,parking,TOW-AWAY | NOPARKING | 6AM56PM | EXCEPT SUNDAY,0.95
hollywood/965611970871850_0,hollywood,crops/hollywood/965611970871850_0.jpg,965611970871850,2017-07-01T12:13:34+00:00,2017,34.097926388889,-118.334605,179.99996916676,False,mly_la,https://www.mapillary.com/app/?pKey=965611970871850,CC BY-SA 4.0,3,156,1,parking,NO STOPPINS | 4PH=7PN | 2PARKING | 98,0.796
hollywood/362313595234417_0,hollywood,crops/hollywood/362313595234417_0.jpg,362313595234417,2021-05-06T20:31:01.929000+00:00,2021,34.104203908676,-118.33843992736,230.0615622215,False,etunell,https://www.mapillary.com/app/?pKey=362313595234417,CC BY-SA 4.0,1,403,1,unknown,,0.0
hollywood/788938608395171_0,hollywood,crops/hollywood/788938608395171_0.jpg,788938608395171,2017-08-08T08:34:27+00:00,2017,34.092455,-118.32893305556,359.40067029407,False,mly_la,https://www.mapillary.com/app/?pKey=788938608395171,CC BY-SA 4.0,1,159,1,unknown,新 | N,0.741
hollywood/3039138476357627_0,hollywood,crops/hollywood/3039138476357627_0.jpg,3039138476357627,2021-05-06T20:31:54.123000+00:00,2021,34.104174471534,-118.34286450306,268.82069282779,False,etunell,https://www.mapillary.com/app/?pKey=3039138476357627,CC BY-SA 4.0,1,394,1,unknown,,0.0
hollywood/490822379028886_0,hollywood,crops/hollywood/490822379028886_0.jpg,490822379028886,2017-06-29T14:43:13+00:00,2017,34.101534722222,-118.32783138889,177.51553279583,False,mly_la,https://www.mapillary.com/app/?pKey=490822379028886,CC BY-SA 4.0,3,170,1,unknown,he | 3AN61 | G,0.658
hollywood/930391547808257_0,hollywood,crops/hollywood/930391547808257_0.jpg,930391547808257,2017-07-19T14:43:28+00:00,2017,34.089028055556,-118.32660638889,0.87864524506131,False,mly_la,https://www.mapillary.com/app/?pKey=930391547808257,CC BY-SA 4.0,1,142,8,unknown,X | USE | CROSSWALK,0.885
hollywood/800399450851473_0,hollywood,crops/hollywood/800399450851473_0.jpg,800399450851473,2017-06-29T14:41:18+00:00,2017,34.097951388889,-118.33020138889,179.99996317016,False,mly_la,https://www.mapillary.com/app/?pKey=800399450851473,CC BY-SA 4.0,1,142,1,parking,SPEED | LIMIT | 35 | TOW-AWAY | NOSTOPPINS | 71M=9Ax | 4PM=7,0.88
hollywood/110692204466767_0,hollywood,crops/hollywood/110692204466767_0.jpg,110692204466767,2021-05-06T19:57:07.892000+00:00,2021,34.101587811708,-118.34089653093,270.12088006308,False,etunell,https://www.mapillary.com/app/?pKey=110692204466767,CC BY-SA 4.0,1,137,1,parking,MOLLYWOOD | P | PARKING,0.931
hollywood/544969616752597_0,hollywood,crops/hollywood/544969616752597_0.jpg,544969616752597,2021-08-11T17:44:19.586000+00:00,2021,34.101405281607,-118.3267660162,183.63941236625,False,etunell,https://www.mapillary.com/app/?pKey=544969616752597,CC BY-SA 4.0,1,139,1,parking,COOMATTOG | 个 | P | PARKING,0.908
hollywood/882768619287177_1,hollywood,crops/hollywood/882768619287177_1.jpg,882768619287177,2021-08-19T18:26:16.555000+00:00,2021,34.10149600362,-118.33867377106,89.295050125651,False,etunell,https://www.mapillary.com/app/?pKey=882768619287177,CC BY-SA 4.0,2,389,1,unknown,,0.0
hollywood/913895872798395_0,hollywood,crops/hollywood/913895872798395_0.jpg,913895872798395,2017-01-30T19:57:13.580000+00:00,2017,34.102248677093,-118.3446588834,180.7374,False,gyllen,https://www.mapillary.com/app/?pKey=913895872798395,CC BY-SA 4.0,1,389,1,unknown,,0.0
hollywood/809438633282251_0,hollywood,crops/hollywood/809438633282251_0.jpg,809438633282251,2017-07-19T15:19:55+00:00,2017,34.09552,-118.31574305556,90.0,False,mly_la,https://www.mapillary.com/app/?pKey=809438633282251,CC BY-SA 4.0,2,135,1,parking,NO | PARKING | 10AN-1P | TOW-AWAY | STOPPING | 5m,0.942
hollywood/1506678609723677_0,hollywood,crops/hollywood/1506678609723677_0.jpg,1506678609723677,2017-06-04T17:02:08+00:00,2017,34.104109722222,-118.34362,179.99998076358,False,mly_la,https://www.mapillary.com/app/?pKey=1506678609723677,CC BY-SA 4.0,1,129,2,parking,TOW-AWAY | NO | PARKING | ANY TIME,1.0
hollywood/292006199067580_0,hollywood,crops/hollywood/292006199067580_0.jpg,292006199067580,2016-01-27T21:50:39.178000+00:00,2016,34.101502,-118.329542,22.57678,False,gyllen,https://www.mapillary.com/app/?pKey=292006199067580,CC BY-SA 4.0,1,149,12,parking,O | 4PM=7PM,0.799
hollywood/465172274599489_0,hollywood,crops/hollywood/465172274599489_0.jpg,465172274599489,2017-06-14T15:17:40+00:00,2017,34.090461388889,-118.33627472222,90.0,False,mly_la,https://www.mapillary.com/app/?pKey=465172274599489,CC BY-SA 4.0,2,136,1,parking,124003 | HOUR | PARKING | 8AN=7PM,0.929
hollywood/210683227305076_0,hollywood,crops/hollywood/210683227305076_0.jpg,210683227305076,2017-07-19T15:20:32+00:00,2017,34.098028055556,-118.31539138889,179.9999761733,False,mly_la,https://www.mapillary.com/app/?pKey=210683227305076,CC BY-SA 4.0,1,129,1,parking,TOW-AWAY | NO STOPPING | ANY | TIME,0.99
hollywood/1595977477280101_0,hollywood,crops/hollywood/1595977477280101_0.jpg,1595977477280101,2017-06-14T15:17:41+00:00,2017,34.090471388889,-118.33627472222,74.567771568677,False,mly_la,https://www.mapillary.com/app/?pKey=1595977477280101,CC BY-SA 4.0,2,141,1,parking,12800K=3Px | AOUR | PARKING | 8AM=7FM,0.869
hollywood/314959356644326_0,hollywood,crops/hollywood/314959356644326_0.jpg,314959356644326,2017-07-02T12:51:07+00:00,2017,34.089565,-118.34279472222,89.193535020789,False,mly_la,https://www.mapillary.com/app/?pKey=314959356644326,CC BY-SA 4.0,2,141,1,parking,TOW-ANAY | NOPARKING | 4PM=130 | THURSDRY.ONLY | ToW | AWAY | NOPARKING | 4PM=130PK,0.857
hollywood/531371257876809_0,hollywood,crops/hollywood/531371257876809_0.jpg,531371257876809,2018-03-28T17:24:53+00:00,2018,34.1037036,-118.32403159997,89.1,False,fta,https://www.mapillary.com/app/?pKey=531371257876809,CC BY-SA 4.0,1,133,1,parking,2HOUR | PARKING | 86,0.94
hollywood/4333386790006010_0,hollywood,crops/hollywood/4333386790006010_0.jpg,4333386790006010,2021-05-06T21:46:43.584000+00:00,2021,34.10105682386,-118.32677400676,0.0,False,etunell,https://www.mapillary.com/app/?pKey=4333386790006010,CC BY-SA 4.0,1,129,8,unknown,000,0.969
hollywood/300312598363877_0,hollywood,crops/hollywood/300312598363877_0.jpg,300312598363877,2015-10-25T22:59:49.889000+00:00,2015,34.098047,-118.334122,331.0189,False,gyllen,https://www.mapillary.com/app/?pKey=300312598363877,CC BY-SA 4.0,1,377,1,unknown,,0.0
hollywood/1036688200194973_0,hollywood,crops/hollywood/1036688200194973_0.jpg,1036688200194973,2017-06-14T15:19:00+00:00,2017,34.090728055556,-118.33750638889,90.000032228311,False,mly_la,https://www.mapillary.com/app/?pKey=1036688200194973,CC BY-SA 4.0,1,131,2,unknown,LAPD | e,0.944
hollywood/920715342056916_1,hollywood,crops/hollywood/920715342056916_1.jpg,920715342056916,2020-01-21T20:42:37.044000+00:00,2020,34.097975,-118.328793,333.74176025391,False,mezaab113,https://www.mapillary.com/app/?pKey=920715342056916,CC BY-SA 4.0,1,172,1,unknown,團,0.595
hollywood/4584270501625414_0,hollywood,crops/hollywood/4584270501625414_0.jpg,4584270501625414,2018-12-19T22:45:15.326000+00:00,2018,34.101598297424,-118.33202798702,90.159423828125,False,igorzo,https://www.mapillary.com/app/?pKey=4584270501625414,CC BY-SA 4.0,1,127,2,unknown,PAY HERE,0.977
