candidate_id,decision,decided_at
venice_mar_vista/4263599213661301_0,reject,2026-09-19T18:08:49+00:00
venice_mar_vista/395504941756801_0,reject,2026-09-19T18:08:49+00:00
westwood/134699745383426_0,reject,2026-09-19T18:08:49+00:00
downtown/505853043932411_0,reject,2026-09-19T18:08:49+00:00
downtown/285140989728177_0,reject,2026-09-19T18:08:49+00:00
hollywood/2492597817550837_0,reject,2026-09-19T18:08:49+00:00
hollywood/831583224450312_0,reject,2026-09-19T18:08:49+00:00
hollywood/379659839964086_0,reject,2026-09-19T18:08:49+00:00
venice_mar_vista/799225907375226_0,reject,2026-09-19T18:08:49+00:00
downtown/611854236406500_0,reject,2026-09-19T18:08:49+00:00
downtown/242732990942660_1,reject,2026-09-19T18:08:49+00:00
downtown/527798441544161_0,reject,2026-09-19T18:08:49+00:00
hollywood/784559308860287_0,reject,2026-09-19T18:08:49+00:00
westwood/2922107584711833_0,reject,2026-09-19T18:08:49+00:00
westwood/1076411686101417_0,reject,2026-09-19T18:08:49+00:00
venice_mar_vista/943149823113474_0,reject,2026-09-19T18:08:49+00:00
venice_mar_vista/895346767990226_0,reject,2026-09-19T18:08:49+00:00
downtown/179115950751769_0,reject,2026-09-19T18:08:49+00:00
hollywood/836303650330149_0,reject,2026-09-19T18:08:49+00:00
hollywood/1110251777811314_1,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/524580842041354_0,reject,2026-09-19T18:08:54+00:00
westwood/506758890755509_0,reject,2026-09-19T18:08:54+00:00
downtown/153001906758521_0,reject,2026-09-19T18:08:54+00:00
downtown/223476619209090_0,reject,2026-09-19T18:08:54+00:00
hollywood/197389025551509_0,reject,2026-09-19T18:08:54+00:00
downtown/486270466149244_0,reject,2026-09-19T18:08:54+00:00
downtown/148715773928528_0,reject,2026-09-19T18:08:54+00:00
hollywood/564916404484772_1,reject,2026-09-19T18:08:54+00:00
koreatown/4294108827277505_0,reject,2026-09-19T18:08:54+00:00
koreatown/524093885271703_0,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/4191401070979391_1,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/1950178591787013_0,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/794362151499175_1,reject,2026-09-19T18:08:54+00:00
hollywood/296409088649487_0,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/1681912725530961_0,reject,2026-09-19T18:08:54+00:00
hollywood/913544455878873_1,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/533073801233454_1,reject,2026-09-19T18:08:54+00:00
westwood/821199445424529_0,reject,2026-09-19T18:08:54+00:00
downtown/1620771098118461_0,reject,2026-09-19T18:08:54+00:00
downtown/286816203120792_0,reject,2026-09-19T18:08:54+00:00
downtown/189504913039464_0,reject,2026-09-19T18:08:54+00:00
hollywood/161108912503461_0,reject,2026-09-19T18:08:54+00:00
hollywood/1205499069871922_0,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/491616195523651_0,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/262160422314928_0,reject,2026-09-19T18:08:54+00:00
westwood/598312901327045_1,reject,2026-09-19T18:08:54+00:00
downtown/770242436971048_0,reject,2026-09-19T18:08:54+00:00
downtown/4136866729667676_0,reject,2026-09-19T18:08:54+00:00
downtown/517566479652564_0,reject,2026-09-19T18:08:54+00:00
downtown/786302912311380_0,reject,2026-09-19T18:08:54+00:00
hollywood/745247719485896_0,reject,2026-09-19T18:08:54+00:00
hollywood/470751194017166_0,reject,2026-09-19T18:08:54+00:00
hollywood/492658181975556_0,reject,2026-09-19T18:08:54+00:00
hollywood/804620610452734_0,reject,2026-09-19T18:08:54+00:00
hollywood/3844189095676537_0,reject,2026-09-19T18:08:54+00:00
hollywood/1216443835453006_0,reject,2026-09-19T18:08:54+00:00
koreatown/832188344065891_0,reject,2026-09-19T18:08:54+00:00
venice_mar_vista/1931665907010084_0,reject,2026-09-19T18:08:54+00:00
hollywood/491899748525382_2,reject,2026-09-19T18:08:54+00:00
hollywood/473853957156312_0,reject,2026-09-19T18:08:58+00:00
hollywood/462757244992686_1,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/490264265356108_0,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/3789997544388170_0,reject,2026-09-19T18:08:58+00:00
westwood/156352153117388_0,reject,2026-09-19T18:08:58+00:00
downtown/505865807215285_0,reject,2026-09-19T18:08:58+00:00
downtown/1113792322441249_0,reject,2026-09-19T18:08:58+00:00
koreatown/1230011807469609_0,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/198707255227698_0,reject,2026-09-19T18:08:58+00:00
downtown/242732990942660_0,reject,2026-09-19T18:08:58+00:00
downtown/507685943748953_0,reject,2026-09-19T18:08:58+00:00
downtown/1689880681199422_0,reject,2026-09-19T18:08:58+00:00
hollywood/1875397882623279_0,reject,2026-09-19T18:08:58+00:00
hollywood/467996087792659_0,reject,2026-09-19T18:08:58+00:00
hollywood/247058417166921_0,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/1249671568821112_0,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/331046445333241_0,reject,2026-09-19T18:08:58+00:00
westwood/967632330726837_0,reject,2026-09-19T18:08:58+00:00
downtown/148557177241580_0,reject,2026-09-19T18:08:58+00:00
downtown/182893217068008_0,reject,2026-09-19T18:08:58+00:00
hollywood/111514937649665_0,reject,2026-09-19T18:08:58+00:00
hollywood/520791275956569_0,reject,2026-09-19T18:08:58+00:00
hollywood/543233997004351_0,reject,2026-09-19T18:08:58+00:00
hollywood/1626084294244173_0,reject,2026-09-19T18:08:58+00:00
hollywood/750232655644565_0,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/2852529441687847_0,reject,2026-09-19T18:08:58+00:00
downtown/1312050429189324_0,reject,2026-09-19T18:08:58+00:00
downtown/866040073947977_2,reject,2026-09-19T18:08:58+00:00
downtown/2887918424816815_1,reject,2026-09-19T18:08:58+00:00
downtown/317331126624076_0,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/272219211001984_0,reject,2026-09-19T18:08:58+00:00
westwood/371307284602710_0,reject,2026-09-19T18:08:58+00:00
downtown/934301113994565_0,reject,2026-09-19T18:08:58+00:00
downtown/477688403436783_0,reject,2026-09-19T18:08:58+00:00
koreatown/301661524876158_0,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/1698107860376311_0,reject,2026-09-19T18:08:58+00:00
venice_mar_vista/1102628573579664_0,reject,2026-09-19T18:08:58+00:00
downtown/1061454757720109_0,reject,2026-09-19T18:08:58+00:00
downtown/1367901896924761_0,reject,2026-09-19T18:08:58+00:00
downtown/497547418116528_0,reject,2026-09-19T18:08:58+00:00
downtown/1165365573931951_0,reject,2026-09-19T18:09:02+00:00
hollywood/526320698387585_0,reject,2026-09-19T18:09:02+00:00
hollywood/819716035649543_0,reject,2026-09-19T18:09:02+00:00
hollywood/196498732297231_0,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/315522537031798_0,reject,2026-09-19T18:09:02+00:00
westwood/2974793319510182_0,reject,2026-09-19T18:09:02+00:00
hollywood/245760374007006_0,reject,2026-09-19T18:09:02+00:00
hollywood/1075266589663333_1,reject,2026-09-19T18:09:02+00:00
hollywood/181435733837190_0,reject,2026-09-19T18:09:02+00:00
hollywood/173991167850676_1,reject,2026-09-19T18:09:02+00:00
downtown/205739731223707_0,reject,2026-09-19T18:09:02+00:00
downtown/285996139911536_0,reject,2026-09-19T18:09:02+00:00
hollywood/225081948955272_0,reject,2026-09-19T18:09:02+00:00
koreatown/952574435505071_0,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/1677017822508604_0,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/865174537401292_1,reject,2026-09-19T18:09:02+00:00
westwood/2796916110529139_2,reject,2026-09-19T18:09:02+00:00
downtown/497518211443949_0,reject,2026-09-19T18:09:02+00:00
downtown/483458379467155_0,reject,2026-09-19T18:09:02+00:00
hollywood/1603247177019530_1,reject,2026-09-19T18:09:02+00:00
hollywood/303619371430319_0,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/1011595262580699_1,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/559362711715679_0,reject,2026-09-19T18:09:02+00:00
downtown/1378692719181771_0,reject,2026-09-19T18:09:02+00:00
downtown/573217860329735_0,reject,2026-09-19T18:09:02+00:00
downtown/511679216637497_0,reject,2026-09-19T18:09:02+00:00
downtown/298706235046446_0,reject,2026-09-19T18:09:02+00:00
downtown/2911924229032324_0,reject,2026-09-19T18:09:02+00:00
hollywood/3718064218290781_0,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/536943903982098_0,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/521073159266749_0,reject,2026-09-19T18:09:02+00:00
downtown/1155651604848881_0,reject,2026-09-19T18:09:02+00:00
westwood/483176436260959_0,reject,2026-09-19T18:09:02+00:00
downtown/283410940126752_0,reject,2026-09-19T18:09:02+00:00
koreatown/390295112517725_0,reject,2026-09-19T18:09:02+00:00
downtown/366152091500792_0,reject,2026-09-19T18:09:02+00:00
hollywood/1198673550571405_0,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/5538271826246395_0,reject,2026-09-19T18:09:02+00:00
venice_mar_vista/940916636740873_0,reject,2026-09-19T18:09:02+00:00
downtown/821761245093374_0,reject,2026-09-19T18:09:02+00:00
hollywood/273112367880985_0,reject,2026-09-19T18:09:06+00:00
hollywood/949528395864042_0,reject,2026-09-19T18:09:06+00:00
venice_mar_vista/794392841462584_0,reject,2026-09-19T18:09:06+00:00
venice_mar_vista/264958175322523_0,reject,2026-09-19T18:09:06+00:00
downtown/3838173006237777_0,reject,2026-09-19T18:09:06+00:00
downtown/821289525453803_0,reject,2026-09-19T18:09:06+00:00
venice_mar_vista/207376037694138_0,reject,2026-09-19T18:09:06+00:00
venice_mar_vista/938243990297532_0,reject,2026-09-19T18:09:06+00:00
koreatown/303141631368186_0,reject,2026-09-19T18:09:06+00:00
hollywood/195728579047677_0,reject,2026-09-19T18:09:06+00:00
venice_mar_vista/910509389510210_0,reject,2026-09-19T18:09:06+00:00
downtown/3023229491297123_1,reject,2026-09-19T18:09:06+00:00
koreatown/750280045664183_0,reject,2026-09-19T18:09:06+00:00
westwood/483143372936287_1,reject,2026-09-19T18:09:06+00:00
downtown/949974992210503_0,reject,2026-09-19T18:09:06+00:00
downtown/4504659706230763_0,reject,2026-09-19T18:09:06+00:00
hollywood/491899748525382_1,reject,2026-09-19T18:09:06+00:00
downtown/133041842147674_0,reject,2026-09-19T18:09:06+00:00
downtown/1390439654646211_0,reject,2026-09-19T18:09:06+00:00
downtown/1428642240806411_0,reject,2026-09-19T18:09:06+00:00
hollywood/130300059084995_0,reject,2026-09-19T18:09:06+00:00
westwood/230759995049472_0,reject,2026-09-19T18:09:06+00:00
hollywood/152442513486418_0,reject,2026-09-19T18:09:06+00:00
venice_mar_vista/894827957746897_0,reject,2026-09-19T18:09:06+00:00
koreatown/192647929344566_0,reject,2026-09-19T18:09:06+00:00
hollywood/465884327851912_0,reject,2026-09-19T18:09:06+00:00
downtown/158747296197530_0,reject,2026-09-19T18:09:06+00:00
hollywood/1838489469661632_0,reject,2026-09-19T18:09:06+00:00
venice_mar_vista/273718864488777_1,reject,2026-09-19T18:09:06+00:00
hollywood/516904279682236_0,reject,2026-09-19T18:09:06+00:00
westwood/1052628868896716_0,reject,2026-09-19T18:09:06+00:00
downtown/316183779869555_0,reject,2026-09-19T18:09:06+00:00
hollywood/511017356734640_0,reject,2026-09-19T18:09:06+00:00
downtown/279364087031680_0,reject,2026-09-19T18:09:06+00:00
westwood/571230774015680_0,reject,2026-09-19T18:09:06+00:00
hollywood/757476924967222_0,reject,2026-09-19T18:09:06+00:00
koreatown/4035386066550944_0,reject,2026-09-19T18:09:06+00:00
hollywood/386757676117717_0,reject,2026-09-19T18:09:06+00:00
venice_mar_vista/193726975900898_0,reject,2026-09-19T18:09:06+00:00
hollywood/489780232443885_0,reject,2026-09-19T18:09:06+00:00
koreatown/1344459366243807_0,reject,2026-09-19T18:09:19+00:00
venice_mar_vista/267740035033633_0,reject,2026-09-19T18:09:19+00:00
venice_mar_vista/1469015956825025_1,reject,2026-09-19T18:09:19+00:00
hollywood/2859338567716303_0,reject,2026-09-19T18:09:19+00:00
venice_mar_vista/2821192524764881_0,reject,2026-09-19T18:09:19+00:00
hollywood/4134720263286373_0,reject,2026-09-19T18:09:19+00:00
downtown/1178406835970596_0,reject,2026-09-19T18:09:19+00:00
koreatown/913978309386959_0,reject,2026-09-19T18:09:19+00:00
koreatown/1591535464390510_0,reject,2026-09-19T18:09:19+00:00
koreatown/1571092247072573_0,reject,2026-09-19T18:09:19+00:00
koreatown/1093433111943173_0,reject,2026-09-19T18:09:19+00:00
hollywood/362313595234417_0,reject,2026-09-19T18:09:19+00:00
hollywood/3039138476357627_0,reject,2026-09-19T18:09:19+00:00
koreatown/293927392200513_0,reject,2026-09-19T18:09:19+00:00
hollywood/913895872798395_0,reject,2026-09-19T18:09:19+00:00
hollywood/300312598363877_0,reject,2026-09-19T18:09:19+00:00
venice_mar_vista/146302254131600_0,reject,2026-09-19T18:09:19+00:00
koreatown/131603785678876_0,reject,2026-09-19T18:09:19+00:00
hollywood/140894587938616_0,reject,2026-09-19T18:09:19+00:00
hollywood/791350578251616_0,reject,2026-09-19T18:09:19+00:00
hollywood/306148714368076_0,reject,2026-09-19T18:09:19+00:00
downtown/480222786367306_0,reject,2026-09-19T18:09:19+00:00
hollywood/981258046011004_0,reject,2026-09-19T18:09:19+00:00
hollywood/3144101639208156_0,reject,2026-09-19T18:09:19+00:00
hollywood/554888199263639_0,reject,2026-09-19T18:09:19+00:00
downtown/786896305554778_1,reject,2026-09-19T18:09:19+00:00
koreatown/1107416096447373_0,reject,2026-09-19T18:09:19+00:00
downtown/2826962650890368_0,reject,2026-09-19T18:09:19+00:00
hollywood/1930135833809756_0,reject,2026-09-19T18:09:19+00:00
koreatown/497921688220978_0,reject,2026-09-19T18:09:19+00:00
koreatown/1068972477530221_0,reject,2026-09-19T18:09:19+00:00
koreatown/132877705551533_0,reject,2026-09-19T18:09:19+00:00
venice_mar_vista/290150845939692_0,reject,2026-09-19T18:09:19+00:00
downtown/313125156861014_0,reject,2026-09-19T18:09:19+00:00
hollywood/118238740339873_0,reject,2026-09-19T18:09:19+00:00
hollywood/244643684043321_0,accept,2026-09-19T18:09:19+00:00
hollywood/381025163133381_0,reject,2026-09-19T18:09:19+00:00
koreatown/971364230999325_0,reject,2026-09-19T18:09:19+00:00
koreatown/208989574091199_0,reject,2026-09-19T18:09:19+00:00
hollywood/238951031335034_0,reject,2026-09-19T18:09:19+00:00
hollywood/3705497046245260_0,reject,2026-09-19T18:09:38+00:00
venice_mar_vista/1965116367537534_0,reject,2026-09-19T18:09:38+00:00
venice_mar_vista/2821192524764881_1,reject,2026-09-19T18:09:38+00:00
venice_mar_vista/1007755980052916_0,reject,2026-09-19T18:09:38+00:00
koreatown/777782219594075_0,reject,2026-09-19T18:09:38+00:00
downtown/762736207963537_0,reject,2026-09-19T18:09:38+00:00
hollywood/189327346246243_0,reject,2026-09-19T18:09:38+00:00
hollywood/126013429491520_0,reject,2026-09-19T18:09:38+00:00
hollywood/1190036041493661_0,accept,2026-09-19T18:09:38+00:00
hollywood/644843433580452_0,reject,2026-09-19T18:09:38+00:00
downtown/3914257808622398_0,reject,2026-09-19T18:09:38+00:00
downtown/377325516886405_0,reject,2026-09-19T18:09:38+00:00
hollywood/478266806727765_1,reject,2026-09-19T18:09:38+00:00
hollywood/189327346246243_1,reject,2026-09-19T18:09:38+00:00
downtown/923304261577175_0,reject,2026-09-19T18:09:38+00:00
hollywood/223573772469055_0,reject,2026-09-19T18:09:38+00:00
hollywood/310329657199611_0,reject,2026-09-19T18:09:38+00:00
koreatown/320220149468236_0,reject,2026-09-19T18:09:38+00:00
hollywood/981258046011004_1,reject,2026-09-19T18:09:38+00:00
downtown/247298853842104_0,reject,2026-09-19T18:09:38+00:00
westwood/462603205031512_0,reject,2026-09-19T18:09:38+00:00
downtown/4713312555350497_0,reject,2026-09-19T18:09:38+00:00
venice_mar_vista/284114173336197_0,reject,2026-09-19T18:09:38+00:00
downtown/228372715386652_0,accept,2026-09-19T18:09:38+00:00
hollywood/466870911206178_0,reject,2026-09-19T18:09:38+00:00
venice_mar_vista/491680592073831_0,reject,2026-09-19T18:09:38+00:00
hollywood/386757676117717_2,reject,2026-09-19T18:09:38+00:00
downtown/492398148547342_0,reject,2026-09-19T18:09:38+00:00
hollywood/557506185286067_0,reject,2026-09-19T18:09:38+00:00
hollywood/1129269934240293_0,reject,2026-09-19T18:09:38+00:00
hollywood/3705497046245260_1,reject,2026-09-19T18:09:38+00:00
hollywood/2833131670285513_0,reject,2026-09-19T18:09:38+00:00
venice_mar_vista/257205522431691_0,reject,2026-09-19T18:09:38+00:00
downtown/2917401318545560_0,reject,2026-09-19T18:09:38+00:00
hollywood/173724727973136_0,reject,2026-09-19T18:09:38+00:00
downtown/189295839703874_0,reject,2026-09-19T18:09:38+00:00
downtown/536479520694111_1,reject,2026-09-19T18:09:38+00:00
koreatown/1481526638845844_0,reject,2026-09-19T18:09:38+00:00
koreatown/4137305062957261_0,reject,2026-09-19T18:09:38+00:00
koreatown/510890466602534_0,reject,2026-09-19T18:09:38+00:00
koreatown/969796693758162_0,reject,2026-09-19T18:09:42+00:00
koreatown/785545073056076_0,reject,2026-09-19T18:09:42+00:00
venice_mar_vista/2028133094494098_0,reject,2026-09-19T18:09:42+00:00
hollywood/687410238882670_0,reject,2026-09-19T18:09:42+00:00
venice_mar_vista/768585117144930_0,reject,2026-09-19T18:09:42+00:00
downtown/293874318944536_0,reject,2026-09-19T18:09:42+00:00
downtown/206082087810756_0,reject,2026-09-19T18:09:42+00:00
koreatown/257910342703447_0,reject,2026-09-19T18:09:42+00:00
downtown/536479520694111_0,reject,2026-09-19T18:09:42+00:00
downtown/488106035604553_0,reject,2026-09-19T18:09:42+00:00
koreatown/277795054067214_0,reject,2026-09-19T18:09:42+00:00
koreatown/497921688220978_1,reject,2026-09-19T18:09:42+00:00
westwood/1368729648560671_0,reject,2026-09-19T18:09:42+00:00
downtown/797736144240126_0,reject,2026-09-19T18:09:42+00:00
hollywood/925778238209564_0,reject,2026-09-19T18:09:42+00:00
venice_mar_vista/3864475740339062_0,reject,2026-09-19T18:09:42+00:00
koreatown/518057885875388_0,reject,2026-09-19T18:09:42+00:00
venice_mar_vista/902988830535306_0,reject,2026-09-19T18:09:42+00:00
koreatown/347720664963748_0,reject,2026-09-19T18:09:42+00:00
venice_mar_vista/2808975082698321_0,reject,2026-09-19T18:09:42+00:00
downtown/5518372181571139_1,reject,2026-09-19T18:09:42+00:00
downtown/459417278468111_0,reject,2026-09-19T18:09:42+00:00
hollywood/386757676117717_1,reject,2026-09-19T18:09:42+00:00
westwood/264338968806901_0,reject,2026-09-19T18:09:42+00:00
hollywood/1107599746402734_0,reject,2026-09-19T18:09:42+00:00
downtown/1047365429350967_0,reject,2026-09-19T18:09:42+00:00
downtown/296702375247567_0,reject,2026-09-19T18:09:42+00:00
hollywood/761691831198307_0,reject,2026-09-19T18:09:42+00:00
hollywood/882768619287177_0,reject,2026-09-19T18:09:42+00:00
hollywood/811204213158129_1,reject,2026-09-19T18:09:42+00:00
koreatown/2161979983932320_0,reject,2026-09-19T18:09:42+00:00
hollywood/161160072516049_0,reject,2026-09-19T18:09:42+00:00
hollywood/180262880723220_0,reject,2026-09-19T18:09:42+00:00
koreatown/1116436912194316_0,reject,2026-09-19T18:09:42+00:00
hollywood/499526587840764_0,reject,2026-09-19T18:09:42+00:00
hollywood/499526587840764_1,reject,2026-09-19T18:09:42+00:00
hollywood/496561751767209_0,reject,2026-09-19T18:09:42+00:00
hollywood/813207009633163_0,reject,2026-09-19T18:09:42+00:00
venice_mar_vista/283578883247467_0,reject,2026-09-19T18:09:42+00:00
westwood/1742634277039920_0,reject,2026-09-19T18:09:42+00:00
downtown/234501815173289_0,reject,2026-09-19T18:09:50+00:00
downtown/1185539521892722_0,reject,2026-09-19T18:09:50+00:00
hollywood/2785250765073937_0,reject,2026-09-19T18:09:50+00:00
koreatown/285047813321203_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/2962816024042893_0,reject,2026-09-19T18:09:50+00:00
hollywood/173828281281097_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/1031025653065094_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/1038946702060553_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/130840175744384_0,reject,2026-09-19T18:09:50+00:00
downtown/923763548479250_0,reject,2026-09-19T18:09:50+00:00
koreatown/909807399861543_0,reject,2026-09-19T18:09:50+00:00
koreatown/1138015373299769_0,reject,2026-09-19T18:09:50+00:00
koreatown/416083364644308_0,reject,2026-09-19T18:09:50+00:00
hollywood/554888199263639_1,reject,2026-09-19T18:09:50+00:00
hollywood/564916404484772_0,reject,2026-09-19T18:09:50+00:00
hollywood/1106668949841233_0,reject,2026-09-19T18:09:50+00:00
koreatown/870662363488646_0,reject,2026-09-19T18:09:50+00:00
koreatown/441287581886577_0,reject,2026-09-19T18:09:50+00:00
hollywood/1175333842919910_0,reject,2026-09-19T18:09:50+00:00
koreatown/773780449993500_0,reject,2026-09-19T18:09:50+00:00
downtown/758341778161446_0,reject,2026-09-19T18:09:50+00:00
hollywood/3911943912225747_0,reject,2026-09-19T18:09:50+00:00
hollywood/232004712030677_0,reject,2026-09-19T18:09:50+00:00
koreatown/870766150170663_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/816655825639379_0,reject,2026-09-19T18:09:50+00:00
hollywood/748736559077577_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/289407052865142_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/337133788022308_1,reject,2026-09-19T18:09:50+00:00
downtown/336688431307941_0,reject,2026-09-19T18:09:50+00:00
hollywood/266065145246211_0,reject,2026-09-19T18:09:50+00:00
koreatown/2385770458291158_0,reject,2026-09-19T18:09:50+00:00
koreatown/494602715001054_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/491142185562736_0,reject,2026-09-19T18:09:50+00:00
westwood/313699673719220_0,reject,2026-09-19T18:09:50+00:00
downtown/878526956059893_0,accept,2026-09-19T18:09:50+00:00
hollywood/835109734027150_0,reject,2026-09-19T18:09:50+00:00
downtown/3927524763997328_0,reject,2026-09-19T18:09:50+00:00
hollywood/525114878773550_0,reject,2026-09-19T18:09:50+00:00
koreatown/1436352836714943_0,reject,2026-09-19T18:09:50+00:00
venice_mar_vista/876938566199927_0,reject,2026-09-19T18:09:50+00:00
downtown/311093347312094_0,reject,2026-09-19T18:09:59+00:00
hollywood/819517411997655_0,reject,2026-09-19T18:09:59+00:00
downtown/1606582023707704_0,reject,2026-09-19T18:09:59+00:00
downtown/1860685267422795_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/835733533708103_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/305195064539414_0,reject,2026-09-19T18:09:59+00:00
downtown/500795057945123_0,reject,2026-09-19T18:09:59+00:00
downtown/1424011397933592_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/364647168290984_0,reject,2026-09-19T18:09:59+00:00
koreatown/215123830377307_1,reject,2026-09-19T18:09:59+00:00
koreatown/310629013985296_0,reject,2026-09-19T18:09:59+00:00
koreatown/257271112845979_0,accept,2026-09-19T18:09:59+00:00
koreatown/625441823089639_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/2552520478540501_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/234356918457708_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/1375020209533463_0,reject,2026-09-19T18:09:59+00:00
downtown/751882055524301_0,reject,2026-09-19T18:09:59+00:00
hollywood/796615567640926_0,reject,2026-09-19T18:09:59+00:00
hollywood/1644569899074009_0,reject,2026-09-19T18:09:59+00:00
hollywood/472014250548141_0,reject,2026-09-19T18:09:59+00:00
downtown/951733385657567_0,reject,2026-09-19T18:09:59+00:00
downtown/186642530005261_0,reject,2026-09-19T18:09:59+00:00
downtown/502011797650095_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/4466870713342369_0,reject,2026-09-19T18:09:59+00:00
downtown/329728521995902_0,reject,2026-09-19T18:09:59+00:00
downtown/468326137735465_0,reject,2026-09-19T18:09:59+00:00
hollywood/2548017415506048_0,reject,2026-09-19T18:09:59+00:00
koreatown/306534557663036_0,accept,2026-09-19T18:09:59+00:00
koreatown/1429117694365130_0,accept,2026-09-19T18:09:59+00:00
hollywood/1183739025380844_0,reject,2026-09-19T18:09:59+00:00
koreatown/175294091172233_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/1108461082972777_0,reject,2026-09-19T18:09:59+00:00
downtown/1424011397933592_1,reject,2026-09-19T18:09:59+00:00
koreatown/311391400389621_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/879221662634187_0,reject,2026-09-19T18:09:59+00:00
hollywood/554888199263639_2,reject,2026-09-19T18:09:59+00:00
koreatown/291113389406592_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/294939142275180_0,reject,2026-09-19T18:09:59+00:00
venice_mar_vista/2249168055616648_0,accept,2026-09-19T18:09:59+00:00
venice_mar_vista/293533712256430_0,reject,2026-09-19T18:09:59+00:00
hollywood/863884820833842_0,reject,2026-09-19T18:10:04+00:00
koreatown/977512633041130_0,reject,2026-09-19T18:10:04+00:00
downtown/202698924792048_0,reject,2026-09-19T18:10:04+00:00
hollywood/304513161180344_0,reject,2026-09-19T18:10:04+00:00
koreatown/471788810720461_0,reject,2026-09-19T18:10:04+00:00
westwood/462603205031512_1,reject,2026-09-19T18:10:04+00:00
koreatown/451028230826358_0,reject,2026-09-19T18:10:04+00:00
downtown/507490573950463_0,reject,2026-09-19T18:10:04+00:00
hollywood/1112559172575123_0,reject,2026-09-19T18:10:04+00:00
hollywood/665233416504077_0,reject,2026-09-19T18:10:04+00:00
hollywood/465149691377993_0,reject,2026-09-19T18:10:04+00:00
koreatown/4151383051548783_0,reject,2026-09-19T18:10:04+00:00
downtown/769188600459591_0,reject,2026-09-19T18:10:04+00:00
koreatown/2545908239051467_0,reject,2026-09-19T18:10:04+00:00
hollywood/210278033991132_0,reject,2026-09-19T18:10:04+00:00
koreatown/1328973710829409_0,reject,2026-09-19T18:10:04+00:00
koreatown/947434677040233_0,reject,2026-09-19T18:10:04+00:00
koreatown/930623481058410_0,reject,2026-09-19T18:10:04+00:00
venice_mar_vista/3999232250213635_0,reject,2026-09-19T18:10:04+00:00
hollywood/469281590817924_1,reject,2026-09-19T18:10:04+00:00
downtown/3506374589462272_0,reject,2026-09-19T18:10:04+00:00
downtown/579426299919051_1,reject,2026-09-19T18:10:04+00:00
hollywood/557025542103691_0,reject,2026-09-19T18:10:04+00:00
koreatown/969333744931101_0,reject,2026-09-19T18:10:04+00:00
koreatown/755060628471532_0,reject,2026-09-19T18:10:04+00:00
venice_mar_vista/465597471334085_0,reject,2026-09-19T18:10:04+00:00
hollywood/289492929470870_0,reject,2026-09-19T18:10:04+00:00
hollywood/508543756941378_0,reject,2026-09-19T18:10:04+00:00
hollywood/175226047795601_0,reject,2026-09-19T18:10:04+00:00
westwood/1777595159295712_0,reject,2026-09-19T18:10:04+00:00
downtown/730772154258020_0,reject,2026-09-19T18:10:04+00:00
hollywood/2271596442972849_0,reject,2026-09-19T18:10:04+00:00
koreatown/173162231381132_0,reject,2026-09-19T18:10:04+00:00
downtown/517889879574488_0,reject,2026-09-19T18:10:04+00:00
hollywood/1223032488128947_0,reject,2026-09-19T18:10:04+00:00
